path, label
/home/c3-0/datasets/kin400_resized/train/-VtLx-mcPds_000012_000022.mp4, 1
/home/c3-0/datasets/kin400_resized/train/-eGnPDG5Pxs_000053_000063.mp4, 1
/home/c3-0/datasets/kin400_resized/train/-fTmHyOG-CY_000000_000010.mp4, 1
/home/c3-0/datasets/kin400_resized/train/-ni1UWaBmL0_000056_000066.mp4, 1
/home/c3-0/datasets/kin400_resized/train/03V2idM7_KY_000003_000013.mp4, 1
/home/c3-0/datasets/kin400_resized/train/10dZYe23HQs_000013_000023.mp4, 1
/home/c3-0/datasets/kin400_resized/train/1SqA6WVJDdI_000003_000013.mp4, 1
/home/c3-0/datasets/kin400_resized/train/3N9LxIDyfMk_000008_000018.mp4, 1
/home/c3-0/datasets/kin400_resized/train/3_gfKDp_zEU_000083_000093.mp4, 1
/home/c3-0/datasets/kin400_resized/train/4CMGzdZVb1Q_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/4UE45KdT8Ro_000018_000028.mp4, 1
/home/c3-0/datasets/kin400_resized/train/52ZCXL3QmYY_000001_000011.mp4, 1
/home/c3-0/datasets/kin400_resized/train/5QMYLSXGvz0_000020_000030.mp4, 1
/home/c3-0/datasets/kin400_resized/train/5tF9Rt2uFtw_000094_000104.mp4, 1
/home/c3-0/datasets/kin400_resized/train/6Gy57GeeZKE_000153_000163.mp4, 1
/home/c3-0/datasets/kin400_resized/train/76YTeOlkD2Q_000007_000017.mp4, 1
/home/c3-0/datasets/kin400_resized/train/79qJ7wn1_NQ_000129_000139.mp4, 1
/home/c3-0/datasets/kin400_resized/train/7cgBBCMg-GQ_000027_000037.mp4, 1
/home/c3-0/datasets/kin400_resized/train/8YiKqkoDIBA_000016_000026.mp4, 1
/home/c3-0/datasets/kin400_resized/train/BAoRR5iRH-0_000007_000017.mp4, 1
/home/c3-0/datasets/kin400_resized/train/CT0uGx3JkY0_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/CzRJK98tWk4_000014_000024.mp4, 1
/home/c3-0/datasets/kin400_resized/train/D-fJVr2n6Ck_000028_000038.mp4, 1
/home/c3-0/datasets/kin400_resized/train/Fekzzm7ur-0_000037_000047.mp4, 1
/home/c3-0/datasets/kin400_resized/train/HlI6mmtHUhg_000048_000058.mp4, 1
/home/c3-0/datasets/kin400_resized/train/I8eL7H3-Yao_000048_000058.mp4, 1
/home/c3-0/datasets/kin400_resized/train/IIMwUp0sU3E_000004_000014.mp4, 1
/home/c3-0/datasets/kin400_resized/train/IoJU5fiTuM8_000001_000011.mp4, 1
/home/c3-0/datasets/kin400_resized/train/KWZJMByXJtk_000082_000092.mp4, 1
/home/c3-0/datasets/kin400_resized/train/L2Z_gqdyiM0_000243_000253.mp4, 1
/home/c3-0/datasets/kin400_resized/train/Lkst0eNWRBo_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/MQNE0K824PU_000135_000145.mp4, 1
/home/c3-0/datasets/kin400_resized/train/MTEX7ImU8y4_000000_000010.mp4, 1
/home/c3-0/datasets/kin400_resized/train/N7CmY7b_xrY_000000_000010.mp4, 1
/home/c3-0/datasets/kin400_resized/train/NAeqtHLj8_g_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/Nl39TLpY7EI_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/OsZ-e_B92gs_000059_000069.mp4, 1
/home/c3-0/datasets/kin400_resized/train/P_ixyWoLfi0_000014_000024.mp4, 1
/home/c3-0/datasets/kin400_resized/train/QLq-TKI2Xkw_000001_000011.mp4, 1
/home/c3-0/datasets/kin400_resized/train/RJs_bhyxHiI_000226_000236.mp4, 1
/home/c3-0/datasets/kin400_resized/train/RmxMP842fdc_000025_000035.mp4, 1
/home/c3-0/datasets/kin400_resized/train/SEO2SQcpXlw_000013_000023.mp4, 1
/home/c3-0/datasets/kin400_resized/train/StHeux9gEXg_000025_000035.mp4, 1
/home/c3-0/datasets/kin400_resized/train/TBbyWBQ_fIU_000037_000047.mp4, 1
/home/c3-0/datasets/kin400_resized/train/WTK2JqiagGM_000001_000011.mp4, 1
/home/c3-0/datasets/kin400_resized/train/X3in3tZ-nCU_000030_000040.mp4, 1
/home/c3-0/datasets/kin400_resized/train/XRkdyJoNCxw_000010_000020.mp4, 1
/home/c3-0/datasets/kin400_resized/train/Y7rWqp9N3Ag_000003_000013.mp4, 1
/home/c3-0/datasets/kin400_resized/train/YgUI7jJ54LM_000134_000144.mp4, 1
/home/c3-0/datasets/kin400_resized/train/Zv_3WVKyQ3k_000279_000289.mp4, 1
/home/c3-0/datasets/kin400_resized/train/ZxZrnLcJ4QU_000021_000031.mp4, 1
/home/c3-0/datasets/kin400_resized/train/a1F9HwzaYoY_000093_000103.mp4, 1
/home/c3-0/datasets/kin400_resized/train/aYALfME68Kk_000026_000036.mp4, 1
/home/c3-0/datasets/kin400_resized/train/aq8ZkVaHS7A_000004_000014.mp4, 1
/home/c3-0/datasets/kin400_resized/train/b5m7pUO7VI0_000036_000046.mp4, 1
/home/c3-0/datasets/kin400_resized/train/bwPsnumcvXk_000007_000017.mp4, 1
/home/c3-0/datasets/kin400_resized/train/c8JskSpXYYY_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/cTKDD5kdFqw_000243_000253.mp4, 1
/home/c3-0/datasets/kin400_resized/train/cpKzMgJjnYk_000002_000012.mp4, 1
/home/c3-0/datasets/kin400_resized/train/daZAOgr-M1A_000089_000099.mp4, 1
/home/c3-0/datasets/kin400_resized/train/flcMroq0mMw_000024_000034.mp4, 1
/home/c3-0/datasets/kin400_resized/train/fmlhv8DsZRE_000015_000025.mp4, 1
/home/c3-0/datasets/kin400_resized/train/gSVk6gA87zo_000050_000060.mp4, 1
/home/c3-0/datasets/kin400_resized/train/hKH2vFQwd9I_000000_000010.mp4, 1
/home/c3-0/datasets/kin400_resized/train/hf1KWEy7taM_000001_000011.mp4, 1
/home/c3-0/datasets/kin400_resized/train/if6Z2oPwK-8_000057_000067.mp4, 1
/home/c3-0/datasets/kin400_resized/train/ij99zbODjx8_000002_000012.mp4, 1
